gene_id,gene_name
ENSG00000250934.2,AC016924.1
ENSG00000250961.2,AC025470.2
ENSG00000250971.3,AC110772.2
ENSG00000251257.2,AC010457.1
ENSG00000251448.2,AC063919.1
ENSG00000252410.1,RNU5B-3P
ENSG00000253177.2,AC104211.1
ENSG00000253250.3,C8orf88
ENSG00000253428.1,LINC01942
ENSG00000253434.8,LINC02237
ENSG00000253552.8,HOXA-AS2
ENSG00000253686.2,LINC01484
ENSG00000254109.6,RBPMS-AS1
ENSG00000254122.3,PCDHGB7
ENSG00000254135.3,AC091939.1
ENSG00000254211.6,LINC01485
ENSG00000254847.1,AC009806.1
ENSG00000254862.5,LGR4-AS1
ENSG00000254951.7,AC044810.2
ENSG00000255216.2,AP001360.1
ENSG00000255248.9,MIR100HG
ENSG00000255389.1,Z97989.1
ENSG00000255398.3,HCAR3
ENSG00000255471.1,AP001528.1
ENSG00000255642.1,PABPC1P4
ENSG00000255648.1,AC087242.1
ENSG00000255920.3,CCND2-AS1
ENSG00000256508.2,MRGPRF-AS1
ENSG00000257766.1,AC025265.3
ENSG00000258311.5,AC009779.3
ENSG00000258479.6,LINC00640
ENSG00000258545.6,RHOXF1-AS1
ENSG00000258572.1,AL133467.1
ENSG00000258604.1,AL161668.4
ENSG00000258636.2,AL121821.2
ENSG00000258819.2,LINC02289
ENSG00000258942.1,AL358332.1
ENSG00000259134.7,LINC00924
ENSG00000259236.1,GOLGA8VP
ENSG00000259347.7,AC087482.1
ENSG00000259407.1,AC021739.2
ENSG00000259660.2,DNM1P47
ENSG00000259683.1,AC243562.2
ENSG00000259728.5,LINC00933
ENSG00000259744.1,AC009269.4
ENSG00000259916.1,AL845331.1
ENSG00000259920.1,AC007938.1
ENSG00000260102.2,LINC01070
ENSG00000260105.6,AOC4P
ENSG00000260192.3,LINC02240
ENSG00000260633.1,AC010207.1
ENSG00000260721.1,AF067845.1
ENSG00000260947.1,AL356489.2
ENSG00000261054.1,AC036108.2
ENSG00000261390.6,MAFTRR
ENSG00000261468.1,AC096921.2
ENSG00000261472.1,AC084064.1
ENSG00000261616.1,AC036108.3
ENSG00000261625.1,AP003071.4
ENSG00000261737.1,CLCA4-AS1
ENSG00000262097.2,LINC02185
ENSG00000262179.3,MYMX
ENSG00000262995.1,AC137056.1
ENSG00000263155.6,MYZAP
ENSG00000263400.8,TMEM220-AS1
ENSG00000263586.1,HID1-AS1
ENSG00000264176.1,MAGOH2P
ENSG00000264345.2,LINC01894
ENSG00000265374.1,LINC01908
ENSG00000265972.6,TXNIP
ENSG00000266524.3,GDF10
ENSG00000266964.6,FXYD1
ENSG00000267069.1,AP005264.1
ENSG00000267272.5,LINC01140
ENSG00000267361.1,SEC24AP1
ENSG00000267365.1,KCNJ2-AS1
ENSG00000267532.5,MIR497HG
ENSG00000267603.1,LINC01028
ENSG00000267653.1,AC002546.1
ENSG00000268297.1,CLEC4GP1
ENSG00000269124.1,AC007193.2
ENSG00000269736.1,AC010319.5
ENSG00000270412.1,AL136084.2
ENSG00000270513.1,AC113368.1
ENSG00000271239.1,AC007423.1
ENSG00000271880.1,AGAP11
ENSG00000272143.1,FGF14-AS2
ENSG00000272316.1,AL021368.2
ENSG00000272482.1,AC254633.1
ENSG00000272701.3,MESTIT1
ENSG00000272777.1,AC019131.2
ENSG00000272789.1,AC010976.2
ENSG00000272797.1,AC092954.1
ENSG00000272914.1,AL359532.1
ENSG00000273079.6,GRIN2B
ENSG00000273771.1,AC024337.2
ENSG00000274021.1,AC024909.1
ENSG00000274180.1,NATD1
ENSG00000274312.1,AC015722.2
ENSG00000275025.1,AC002401.3
ENSG00000275120.3,AC048382.5
ENSG00000275152.5,CCL16
ENSG00000275612.1,AC104237.2
ENSG00000276043.5,UHRF1
ENSG00000276289.4,KCNE1B
ENSG00000276365.1,MIR145
ENSG00000276386.1,CNTNAP3P2
ENSG00000276409.5,CCL14
ENSG00000276668.1,AC104237.3
ENSG00000277135.1,AC012409.3
ENSG00000277270.2,AL160412.1
ENSG00000277288.5,LINC02881
ENSG00000277494.2,GPIHBP1
ENSG00000277531.2,PNMA8C
ENSG00000277631.5,PGM5P3-AS1
ENSG00000277639.2,AC007906.2
ENSG00000277737.3,FP325317.1
ENSG00000277954.1,AC092376.2
ENSG00000278058.1,AC009159.3
ENSG00000278931.1,CR381670.1
ENSG00000279019.1,AC009090.4
ENSG00000279026.1,AC005225.4
ENSG00000279036.1,AC015656.1
ENSG00000279118.1,AC093535.2
ENSG00000279204.1,AC134043.3
ENSG00000279587.1,AC006963.1
ENSG00000279688.1,AQP7P3
ENSG00000279711.1,AP004782.1
ENSG00000279805.1,Z95114.3
ENSG00000280302.1,AP005264.6
ENSG00000280304.1,AC104260.2
ENSG00000280339.1,AP001528.2
ENSG00000280362.1,AC084759.3
ENSG00000280429.1,AF001548.3
ENSG00000281392.2,LINC00506
ENSG00000281769.1,LINC01230
ENSG00000281974.1,AC025268.1
ENSG00000282840.1,AC004554.1
ENSG00000283031.2,AC009242.1
ENSG00000283175.1,AC007920.2
ENSG00000283383.1,AC108477.1
ENSG00000283445.1,AL136985.3
ENSG00000284640.1,AL590434.1
ENSG00000284646.1,AL031291.1
ENSG00000284708.1,AL031731.1
ENSG00000285051.2,SLC7A14-AS1
ENSG00000285294.1,LINC00842
ENSG00000285336.1,AC108734.4
ENSG00000285691.2,AL445259.1
ENSG00000285719.2,AL356275.1
ENSG00000285918.1,AC092376.3
ENSG00000286081.1,AC016682.1
ENSG00000286124.1,AC084277.1
ENSG00000286214.1,AUXG01000058.1
ENSG00000286250.1,AL161945.1
ENSG00000286288.1,AL109809.4
ENSG00000286289.1,AL133482.1
ENSG00000286322.1,AL356218.2
ENSG00000286373.1,AC022387.2
ENSG00000286406.1,AC138776.1
ENSG00000286492.1,AC117509.1
ENSG00000286506.1,FP325317.2
ENSG00000286527.1,AL161665.2
ENSG00000286638.1,AC123595.2
ENSG00000286647.1,AC008459.1
ENSG00000286649.1,AC006566.2
ENSG00000286684.1,AL358976.1
ENSG00000286724.1,AL732509.1
ENSG00000286805.1,AL138716.1
ENSG00000286878.1,AC100805.1
ENSG00000286892.1,AC084212.1
ENSG00000287059.1,AC090004.2
ENSG00000287092.1,AL589693.1
ENSG00000287115.1,AC009951.6
ENSG00000287146.1,AC000085.1
ENSG00000287148.1,LINCADL
ENSG00000287401.1,AC034139.1
ENSG00000287417.1,AC006059.4
ENSG00000287652.1,AC000082.1
ENSG00000287666.1,AP000821.2
ENSG00000287692.1,AC053545.1
ENSG00000287774.1,AC025614.2
ENSG00000287893.1,AC083864.5
ENSG00000287901.1,AL137026.3
ENSG00000287956.1,AC010872.2
ENSG00000287988.1,FO082814.1
ENSG00000288048.1,AC104088.3
