gene_id,gene_name
ENSG00000163808.17,KIF15
ENSG00000163815.6,CLEC3B
ENSG00000163827.13,LRRC2
ENSG00000163884.4,KLF15
ENSG00000163902.12,RPN1
ENSG00000163931.16,TKT
ENSG00000164007.11,CLDN19
ENSG00000164032.12,H2AZ1
ENSG00000164035.10,EMCN
ENSG00000164045.12,CDC25A
ENSG00000164050.13,PLXNB1
ENSG00000164056.11,SPRY1
ENSG00000164088.18,PPM1M
ENSG00000164109.14,MAD2L1
ENSG00000164220.7,F2RL2
ENSG00000164330.17,EBF1
ENSG00000164403.15,SHROOM1
ENSG00000164404.8,GDF9
ENSG00000164406.8,LEAP2
ENSG00000164530.15,PI16
ENSG00000164587.13,RPS14
ENSG00000164611.13,PTTG1
ENSG00000164736.6,SOX17
ENSG00000164754.15,RAD21
ENSG00000164845.16,FAM86FP
ENSG00000164849.10,GPR146
ENSG00000164924.18,YWHAZ
ENSG00000164934.14,DCAF13
ENSG00000164941.14,INTS8
ENSG00000164946.20,FREM1
ENSG00000164949.8,GEM
ENSG00000165028.12,NIPSNAP3B
ENSG00000165092.13,ALDH1A1
ENSG00000165124.18,SVEP1
ENSG00000165188.13,RNF183
ENSG00000165197.5,VEGFD
ENSG00000165269.13,AQP7
ENSG00000165280.17,VCP
ENSG00000165304.8,MELK
ENSG00000165349.12,SLC7A3
ENSG00000165424.7,ZCCHC24
ENSG00000165478.7,HEPACAM
ENSG00000165480.16,SKA3
ENSG00000165490.13,DDIAS
ENSG00000165501.17,LRR1
ENSG00000165609.13,NUDT5
ENSG00000165629.20,ATP5F1C
ENSG00000165704.15,HPRT1
ENSG00000165801.10,ARHGEF40
ENSG00000165804.16,ZNF219
ENSG00000165810.17,BTNL9
ENSG00000165879.9,FRAT1
ENSG00000165891.16,E2F7
ENSG00000166090.8,IL25
ENSG00000166106.3,ADAMTS15
ENSG00000166123.14,GPT2
ENSG00000166164.16,BRD7
ENSG00000166169.17,POLL
ENSG00000166257.9,SCN3B
ENSG00000166275.16,BORCS7
ENSG00000166292.12,TMEM100
ENSG00000166337.10,TAF10
ENSG00000166428.14,PLD4
ENSG00000166432.15,ZMAT1
ENSG00000166451.13,CENPN
ENSG00000166482.12,MFAP4
ENSG00000166592.12,RRAD
ENSG00000166598.15,HSP90B1
ENSG00000166676.17,TVP23A
ENSG00000166762.19,CATSPER2
ENSG00000166793.13,YPEL4
ENSG00000166819.12,PLIN1
ENSG00000166851.15,PLK1
ENSG00000166927.13,MS4A7
ENSG00000166960.16,CCDC178
ENSG00000167004.13,PDIA3
ENSG00000167088.11,SNRPD1
ENSG00000167113.11,COQ4
ENSG00000167178.16,ISLR2
ENSG00000167261.14,DPEP2
ENSG00000167280.17,ENGASE
ENSG00000167311.14,ART5
ENSG00000167434.10,CA4
ENSG00000167513.9,CDT1
ENSG00000167553.16,TUBA1C
ENSG00000167588.13,GPD1
ENSG00000167604.15,NFKBID
ENSG00000167615.17,LENG8
ENSG00000167617.3,CDC42EP5
ENSG00000167641.11,PPP1R14A
ENSG00000167676.4,PLIN4
ENSG00000167779.9,IGFBP6
ENSG00000167874.7,TMEM88
ENSG00000167900.12,TK1
ENSG00000168010.11,ATG16L2
ENSG00000168056.17,LTBP3
ENSG00000168060.16,NAALADL1
ENSG00000168065.16,SLC22A11
ENSG00000168078.10,PBK
ENSG00000168079.17,SCARA5
ENSG00000168096.15,ANKS3
ENSG00000168237.18,GLYCTK
ENSG00000168329.14,CX3CR1
ENSG00000168350.8,DEGS2
ENSG00000168395.16,ING5
ENSG00000168405.17,CMAHP
ENSG00000168411.14,RFWD3
ENSG00000168439.17,STIP1
ENSG00000168477.19,TNXB
ENSG00000168490.14,PHYHIP
ENSG00000168497.5,CAVIN2
ENSG00000168824.14,NSG1
ENSG00000168826.16,ZBTB49
ENSG00000168852.13,TPTE2P5
ENSG00000168874.13,ATOH8
ENSG00000168936.11,TMEM129
ENSG00000168970.22,JMJD7-PLA2G4B
ENSG00000168993.15,CPLX1
ENSG00000169139.12,UBE2V2
ENSG00000169228.14,RAB24
ENSG00000169252.6,ADRB2
ENSG00000169291.10,SHE
ENSG00000169313.10,P2RY12
ENSG00000169347.17,GP2
ENSG00000169418.10,NPR1
ENSG00000169515.8,CCDC8
ENSG00000169592.15,INO80E
ENSG00000169607.13,CKAP2L
ENSG00000169660.17,HEXD
ENSG00000169679.15,BUB1
ENSG00000169682.18,SPNS1
ENSG00000169744.13,LDB2
ENSG00000170011.14,MYRIP
ENSG00000170027.7,YWHAG
ENSG00000170166.6,HOXD4
ENSG00000170191.5,NANP
ENSG00000170209.5,ANKK1
ENSG00000170312.16,CDK1
ENSG00000170323.9,FABP4
ENSG00000170345.10,FOS
ENSG00000170469.11,SPATA24
ENSG00000170509.12,HSD17B13
ENSG00000170540.15,ARL6IP1
ENSG00000170889.14,RPS9
ENSG00000170891.11,CYTL1
ENSG00000170917.14,NUDT6
ENSG00000170962.13,PDGFD
ENSG00000170989.10,S1PR1
ENSG00000171101.13,SIGLEC17P
ENSG00000171163.16,ZNF692
ENSG00000171199.11,OPRPN
ENSG00000171223.6,JUNB
ENSG00000171241.9,SHCBP1
ENSG00000171522.6,PTGER4
ENSG00000171777.16,RASGRP4
ENSG00000171793.16,CTPS1
ENSG00000171817.17,ZNF540
ENSG00000171819.5,ANGPTL7
ENSG00000171848.16,RRM2
ENSG00000171962.18,DRC3
ENSG00000172172.8,MRPL13
ENSG00000172232.10,AZU1
ENSG00000172236.18,TPSAB1
ENSG00000172247.4,C1QTNF4
ENSG00000172345.14,STARD5
ENSG00000172346.15,CSDC2
ENSG00000172458.4,IL17D
ENSG00000172889.16,EGFL7
ENSG00000172893.16,DHCR7
ENSG00000172935.9,MRGPRF
ENSG00000172987.13,HPSE2
ENSG00000173114.13,LRRN3
ENSG00000173175.15,ADCY5
ENSG00000173209.23,AHSA2P
ENSG00000173269.14,MMRN2
ENSG00000173432.12,SAA1
ENSG00000173531.15,MST1
ENSG00000173641.18,HSPB7
ENSG00000173692.14,PSMD1
ENSG00000173894.11,CBX2
ENSG00000174013.8,FBXO45
ENSG00000174059.17,CD34
ENSG00000174171.6,AC020659.1
ENSG00000174175.17,SELP
ENSG00000174348.14,PODN
ENSG00000174365.20,SNHG11
ENSG00000174371.17,EXO1
ENSG00000174428.18,GTF2IRD2B
ENSG00000174680.10,GRIK1-AS1
ENSG00000174697.5,LEP
ENSG00000174788.10,PCP2
ENSG00000174886.14,NDUFA11
ENSG00000175063.17,UBE2C
ENSG00000175166.17,PSMD2
ENSG00000175206.10,NPPA
ENSG00000175216.15,CKAP5
ENSG00000175221.15,MED16
ENSG00000175287.19,PHYHD1
ENSG00000175305.17,CCNE2
ENSG00000175309.15,PHYKPL
ENSG00000175463.12,TBC1D10C
ENSG00000175745.14,NR2F1
ENSG00000175806.15,MSRA
ENSG00000175906.5,ARL4D
ENSG00000176194.18,CIDEA
ENSG00000176248.9,ANAPC2
ENSG00000176402.6,GJC3
ENSG00000176407.18,KCMF1
ENSG00000176435.7,CLEC14A
ENSG00000176438.12,SYNE3
ENSG00000176472.10,ZNF575
ENSG00000176533.13,GNG7
ENSG00000176723.10,ZNF843
ENSG00000176887.7,SOX11
ENSG00000176956.13,LY6H
ENSG00000177045.10,SIX5
ENSG00000177098.9,SCN4B
ENSG00000177133.11,PRDM16-DT
ENSG00000177363.5,LRRN4CL
ENSG00000177374.13,HIC1
ENSG00000177595.18,PIDD1
ENSG00000177602.5,HASPIN
ENSG00000177606.8,JUN
ENSG00000177666.17,PNPLA2
ENSG00000177685.17,CRACR2B
ENSG00000177943.14,MAMDC4
ENSG00000177989.13,ODF3B
ENSG00000178498.16,DTX3
ENSG00000178623.12,GPR35
ENSG00000178726.7,THBD
ENSG00000178734.5,LMO7DN
ENSG00000178828.7,RNF186
ENSG00000178878.13,APOLD1
ENSG00000178947.9,SMIM10L2A
ENSG00000178999.13,AURKB
ENSG00000179094.16,PER1
ENSG00000179314.14,WSCD1
ENSG00000179388.9,EGR3
ENSG00000179428.2,IL6-AS1
ENSG00000179523.5,EIF3J-DT
ENSG00000179639.10,FCER1A
ENSG00000179776.19,CDH5
ENSG00000179818.14,PCBP1-AS1
ENSG00000180139.11,ACTA2-AS1
ENSG00000180198.16,RCC1
ENSG00000180264.11,ADGRD2
ENSG00000180354.16,MTURN
ENSG00000180423.4,HARBI1
ENSG00000180448.10,ARHGAP45
ENSG00000180660.8,MAB21L1
ENSG00000180772.7,AGTR2
ENSG00000180828.3,BHLHE22
ENSG00000180875.5,GREM2
ENSG00000180902.18,D2HGDH
ENSG00000181092.10,ADIPOQ
ENSG00000181234.9,TMEM132C
ENSG00000181404.17,WASHC1
ENSG00000181408.4,UTS2R
ENSG00000181513.15,ACBD4
ENSG00000181544.15,FANCB
ENSG00000181778.5,TMEM252
ENSG00000181789.14,COPG1
ENSG00000181856.15,SLC2A4
ENSG00000181938.14,GINS3
ENSG00000182087.14,TMEM259
ENSG00000182196.13,ARL6IP4
ENSG00000182208.14,MOB2
ENSG00000182397.14,DNM1P46
ENSG00000182463.16,TSHZ2
ENSG00000182481.10,KPNA2
ENSG00000182557.8,SPNS3
ENSG00000182636.8,NDN
ENSG00000182796.14,TMEM198B
ENSG00000182836.10,PLCXD3
ENSG00000182916.8,TCEAL7
ENSG00000183087.15,GAS6
ENSG00000183092.16,BEGAIN
ENSG00000183114.8,FAM43B
ENSG00000183134.5,PTGDR2
ENSG00000183160.9,TMEM119
ENSG00000183378.12,OVCH2
ENSG00000183401.12,CCDC159
ENSG00000183520.12,UTP11
ENSG00000183527.12,PSMG1
ENSG00000183549.10,ACSM5
ENSG00000183722.9,LHFPL6
ENSG00000183807.8,FAM162B
ENSG00000183888.4,SRARP
ENSG00000184113.9,CLDN5
ENSG00000184205.14,TSPYL2
ENSG00000184232.9,OAF
ENSG00000184271.17,POU6F1
ENSG00000184344.4,GDF3
ENSG00000184381.20,PLA2G6
ENSG00000184451.5,CCR10
ENSG00000184465.16,WDR27
ENSG00000184497.13,TMEM255B
ENSG00000184523.4,PTGER4P2
ENSG00000184575.12,XPOT
ENSG00000184601.11,C14orf180
ENSG00000184661.14,CDCA2
ENSG00000184675.11,AMER1
ENSG00000184709.7,LRRC26
ENSG00000184811.4,TRARG1
ENSG00000185112.6,FAM43A
ENSG00000185133.14,INPP5J
ENSG00000185236.12,RAB11B
ENSG00000185271.9,KLHL33
ENSG00000185291.12,IL3RA
ENSG00000185480.12,PARPBP
ENSG00000185522.9,LMNTD2
ENSG00000185610.6,DBX2
ENSG00000185614.7,INKA1
ENSG00000185624.15,P4HB
ENSG00000185641.6,AC034236.1
ENSG00000185669.6,SNAI3
ENSG00000185739.13,SRL
ENSG00000185883.12,ATP6V0C
ENSG00000185986.12,SDHAP3
ENSG00000186076.5,AC012085.1
ENSG00000186105.8,LRRC70
ENSG00000186185.14,KIF18B
ENSG00000186204.15,CYP4F12
ENSG00000186301.8,MST1P2
ENSG00000186432.10,KPNA4
ENSG00000186466.5,AQP7P1
ENSG00000186635.14,ARAP1
ENSG00000186642.16,PDE2A
ENSG00000186715.11,MST1L
ENSG00000186815.13,TPCN1
ENSG00000186871.7,ERCC6L
ENSG00000186994.11,KANK3
ENSG00000187260.16,WDR86
ENSG00000187266.14,EPOR
ENSG00000187288.12,CIDEC
ENSG00000187398.12,LUZP2
ENSG00000187479.8,C11orf96
ENSG00000187486.5,KCNJ11
ENSG00000187513.9,GJA4
ENSG00000187609.16,EXD3
ENSG00000187741.15,FANCA
ENSG00000187800.13,PEAR1
ENSG00000187824.9,TMEM220
ENSG00000187922.14,LCN10
ENSG00000187942.12,LDLRAD2
ENSG00000187955.12,COL14A1
ENSG00000188242.4,PP7080
ENSG00000188305.6,PEAK3
ENSG00000188511.12,C22orf34
ENSG00000188536.13,HBA2
ENSG00000188542.10,DUSP28
ENSG00000188610.12,FAM72B
ENSG00000188626.6,GOLGA8M
ENSG00000188747.8,NOXA1
ENSG00000188779.12,SKOR1
ENSG00000188783.6,PRELP
ENSG00000189057.11,FAM111B
ENSG00000189091.13,SF3B3
ENSG00000189129.14,PLAC9
ENSG00000189134.4,NKAPL
ENSG00000189157.14,FAM47E
ENSG00000189159.16,JPT1
ENSG00000189269.12,DRICH1
ENSG00000189409.14,MMP23B
ENSG00000196071.5,OR2L13
ENSG00000196118.12,CCDC189
ENSG00000196230.13,TUBB
ENSG00000196262.15,PPIA
ENSG00000196274.5,Metazoa_SRP
ENSG00000196275.14,GTF2IRD2
ENSG00000196338.13,NLGN3
ENSG00000196405.13,EVL
ENSG00000196449.4,YRDC
ENSG00000196550.10,FAM72A
ENSG00000196569.13,LAMA2
ENSG00000196605.7,ZNF846
ENSG00000196611.5,MMP1
ENSG00000196616.14,ADH1B
ENSG00000196666.6,FAM180B
ENSG00000196689.12,TRPV1
ENSG00000196787.3,H2AC11
ENSG00000196843.17,ARID5A
ENSG00000197054.12,ZNF763
ENSG00000197114.12,ZGPAT
ENSG00000197119.13,SLC25A29
ENSG00000197168.13,NEK5
ENSG00000197170.10,PSMD12
ENSG00000197182.14,MIRLET7BHG
ENSG00000197245.6,FAM110D
ENSG00000197253.13,TPSB2
ENSG00000197291.9,RAMP2-AS1
ENSG00000197299.12,BLM
ENSG00000197380.11,DACT3
ENSG00000197472.15,ZNF695
ENSG00000197530.12,MIB2
ENSG00000197536.11,IRF1-AS1
ENSG00000197540.8,GZMM
ENSG00000197561.7,ELANE
ENSG00000197766.8,CFD
ENSG00000197769.6,MAP1LC3C
ENSG00000197776.8,KLHDC1
ENSG00000197816.16,CCDC180
ENSG00000197892.13,KIF13B
ENSG00000197930.13,ERO1A
ENSG00000197992.7,CLEC9A
ENSG00000198089.16,SFI1
ENSG00000198431.16,TXNRD1
ENSG00000198554.12,WDHD1
ENSG00000198570.6,RD3
ENSG00000198618.5,PPIAP22
ENSG00000198624.13,CCDC69
ENSG00000198719.9,DLL1
ENSG00000198826.11,ARHGAP11A
ENSG00000198835.4,GJC2
ENSG00000198844.12,ARHGEF15
ENSG00000198865.10,CCDC152
ENSG00000198900.6,TOP1
ENSG00000198917.13,SPOUT1
ENSG00000198932.13,GPRASP1
ENSG00000198933.9,TBKBP1
ENSG00000198939.8,ZFP2
ENSG00000198944.6,SOWAHA
ENSG00000199161.1,MIR126
ENSG00000199753.1,SNORD104
ENSG00000200253.1,RNU6-529P
ENSG00000200378.1,RNU5B-4P
ENSG00000201496.1,RN7SKP275
ENSG00000201684.1,RN7SKP239
ENSG00000202533.1,Y_RNA
ENSG00000203364.2,AL390760.1
ENSG00000203392.3,AC105020.1
ENSG00000203497.2,PDCD4-AS1
ENSG00000203697.12,CAPN8
ENSG00000203883.7,SOX18
ENSG00000203999.9,LINC01270
ENSG00000204065.3,TCEAL5
ENSG00000204071.10,TCEAL6
ENSG00000204136.11,GGTA1
ENSG00000204161.14,TMEM273
ENSG00000204172.12,AGAP9
ENSG00000204301.6,NOTCH4
ENSG00000204305.14,AGER
ENSG00000204311.15,PJVK
ENSG00000204314.12,PRRT1
ENSG00000204387.14,SNHG32
ENSG00000204403.9,CASP12
ENSG00000204444.11,APOM
ENSG00000204687.4,MAS1L
ENSG00000204778.4,CBWD4P
ENSG00000204851.7,PNMA8B
ENSG00000204859.13,ZBTB48
ENSG00000205090.9,TMEM240
ENSG00000205364.4,MT1M
ENSG00000205562.3,AL049775.1
ENSG00000205593.12,DENND6B
ENSG00000205710.4,C17orf107
ENSG00000205790.1,DPP9-AS1
ENSG00000205838.14,TTC23L
ENSG00000205871.5,RPS3AP47
ENSG00000205959.4,AC105345.1
ENSG00000206149.10,HERC2P9
ENSG00000206228.4,HNRNPA1P4
ENSG00000206530.11,CFAP44
ENSG00000206559.8,ZCWPW2
ENSG00000206561.13,COLQ
ENSG00000207563.1,MIR23B
ENSG00000207730.3,MIR200B
ENSG00000207864.3,MIR27B
ENSG00000211445.12,GPX3
ENSG00000211890.4,IGHA2
ENSG00000211895.5,IGHA1
ENSG00000212123.4,PRR22
ENSG00000212206.1,AC135178.1
ENSG00000212694.8,LINC01089
ENSG00000212766.9,EWSAT1
ENSG00000212802.4,RPL15P3
ENSG00000213015.9,ZNF580
ENSG00000213045.3,AC097065.1
ENSG00000213088.12,ACKR1
ENSG00000213131.3,YWHAZP4
ENSG00000213145.10,CRIP1
ENSG00000213186.8,TRIM59
ENSG00000213203.3,GIMAP1
ENSG00000213236.3,YWHAZP2
ENSG00000213260.3,YWHAZP5
ENSG00000213300.5,HNRNPA3P6
ENSG00000213316.10,LTC4S
ENSG00000213339.9,QTRT1
ENSG00000213366.13,GSTM2
ENSG00000213398.8,LCAT
ENSG00000213430.6,HSPD1P1
ENSG00000213609.3,RPL7AP50
ENSG00000213757.3,RPS3AP20
ENSG00000213801.4,ZNF321P
ENSG00000213866.3,YBX1P10
ENSG00000213900.2,RPS17P1
ENSG00000213999.17,MEF2B
ENSG00000214021.16,TTLL3
ENSG00000214063.11,TSPAN4
ENSG00000214100.8,PLAC9P1
ENSG00000214140.11,PRCD
ENSG00000214176.9,PLEKHM1P1
ENSG00000214193.11,SH3D21
ENSG00000214274.10,ANG
ENSG00000214456.8,PLIN5
ENSG00000214548.18,MEG3
ENSG00000214578.5,HMGN2P15
ENSG00000214765.8,SEPTIN7P2
ENSG00000214783.9,POLR2J4
ENSG00000214784.4,RPS3AP21
ENSG00000214787.10,MS4A4E
ENSG00000214866.9,DCDC2C
ENSG00000215097.3,AL731733.1
ENSG00000215199.3,YWHAZP6
ENSG00000215252.11,GOLGA8B
ENSG00000215375.6,MYL5
ENSG00000215399.2,HMGB3P7
ENSG00000215908.10,CROCCP2
ENSG00000215912.12,TTC34
ENSG00000217275.2,AL031777.1
ENSG00000217624.2,YWHAZP10
ENSG00000218631.1,AL117344.1
ENSG00000219200.12,RNASEK
ENSG00000220201.7,ZGLP1
ENSG00000220205.9,VAMP2
ENSG00000220785.7,MTMR9LP
ENSG00000220793.5,RPL21P119
ENSG00000220842.6,RPL21P16
ENSG00000221540.1,MIR1180
ENSG00000221823.11,PPP3R1
ENSG00000221869.5,CEBPD
ENSG00000222014.6,RAB6C
ENSG00000222020.3,HDAC4-AS1
ENSG00000223403.6,MEG9
ENSG00000223745.8,CCDC18-AS1
ENSG00000223756.7,TSSC2
ENSG00000223774.5,AL513217.1
ENSG00000223823.1,LINC01342
ENSG00000223855.2,HRAT92
ENSG00000223923.2,TNS1-AS1
ENSG00000224032.7,EPB41L4A-AS1
ENSG00000224040.1,HMGN1P4
ENSG00000224066.1,AL049795.1
ENSG00000224152.1,AC009506.1
ENSG00000224307.2,AL161785.1
ENSG00000224318.6,CHL1-AS2
ENSG00000224376.1,AC017104.1
ENSG00000224387.1,AL139246.1
ENSG00000224420.3,ADM5
ENSG00000224525.2,AL591686.1
ENSG00000224729.6,PCOLCE-AS1
ENSG00000224958.6,PGM5-AS1
ENSG00000225032.5,AL162586.1
ENSG00000225190.11,PLEKHM1
ENSG00000225200.2,AC246787.1
ENSG00000225398.3,PGM5P4
ENSG00000225400.1,RAB28P5
ENSG00000225449.3,RAB6C-AS1
ENSG00000225670.4,CADM3-AS1
ENSG00000225731.1,PDE9A-AS1
ENSG00000225828.1,FAM229A
ENSG00000225936.1,AL731557.1
ENSG00000225938.1,AL109741.1
ENSG00000225950.8,NTF4
ENSG00000226005.5,LINC02660
ENSG00000226015.2,CCT8P1
ENSG00000226174.7,TEX22
ENSG00000226194.5,LINC02519
ENSG00000226252.1,AL135960.1
ENSG00000226261.1,PIMREGP1
ENSG00000226360.5,RPL10AP6
ENSG00000226415.1,TPI1P1
ENSG00000226696.6,LENG8-AS1
ENSG00000226706.1,AL161452.1
ENSG00000226862.1,AC104463.2
ENSG00000226871.1,AC135178.2
ENSG00000226891.9,LINC01359
ENSG00000227081.5,AC005912.1
ENSG00000227260.2,LINC01985
ENSG00000227372.12,TP73-AS1
ENSG00000227388.3,AL133410.1
ENSG00000227467.3,LINC01537
ENSG00000227544.10,AC018647.1
ENSG00000227591.5,HSD11B1-AS1
ENSG00000227719.1,AC006042.1
ENSG00000227946.1,AC007383.1
ENSG00000227953.7,LINC01341
ENSG00000228053.1,AL158823.1
ENSG00000228058.2,LINC01736
ENSG00000228323.2,MYADM-AS1
ENSG00000228401.5,AL590226.1
ENSG00000228495.2,LINC01013
ENSG00000228536.3,LYPLAL1-AS1
ENSG00000228672.4,PROB1
ENSG00000228818.1,AL359918.1
ENSG00000229108.2,LINC02587
ENSG00000229117.9,RPL41
ENSG00000229122.1,AGBL5-IT1
ENSG00000229180.7,AC006001.3
ENSG00000229393.1,AL139246.4
ENSG00000229413.2,AC018638.1
ENSG00000229659.1,RPL26P6
ENSG00000229809.8,ZNF688
ENSG00000229833.10,PET100
ENSG00000229873.1,OGFR-AS1
ENSG00000229901.1,FOXO6-AS1
ENSG00000229931.1,ATXN1-AS1
ENSG00000230148.8,HOXB-AS1
ENSG00000230415.1,LINC01786
ENSG00000230454.1,U73166.1
ENSG00000230537.2,AL158071.2
ENSG00000230587.2,LINC02580
ENSG00000230629.2,RPS23P8
ENSG00000230630.5,DNM3OS
ENSG00000230715.3,AC018638.2
ENSG00000230734.1,RPL10P3
ENSG00000230747.1,AC021188.1
ENSG00000230787.1,PSAT1P3
ENSG00000230869.1,AGAP10P
ENSG00000230882.1,AC005077.4
ENSG00000230937.12,MIR205HG
ENSG00000231007.5,CDC20P1
ENSG00000231123.1,SPATA20P1
ENSG00000231160.10,KLF3-AS1
ENSG00000231170.7,AC002451.1
ENSG00000231246.2,LINC02884
ENSG00000231584.8,FAHD2CP
ENSG00000231680.1,LINC02723
ENSG00000231852.9,CYP21A2
ENSG00000231868.1,AL031848.1
ENSG00000231943.9,PGM5P4-AS1
ENSG00000232079.7,LINC01697
ENSG00000232097.1,AC079781.3
ENSG00000232306.2,AC012485.2
ENSG00000232470.1,AL136368.1
ENSG00000232573.1,RPL3P4
ENSG00000232606.2,LINC01412
ENSG00000232653.8,GOLGA8N
ENSG00000232859.10,LYRM9
ENSG00000232871.8,SEC1P
ENSG00000233006.8,MIR3936HG
ENSG00000233429.9,HOTAIRM1
ENSG00000233483.3,AC008105.2
ENSG00000233608.4,TWIST2
ENSG00000233609.3,RPL10P19
ENSG00000233762.3,RPS15P4
ENSG00000233806.7,LINC01237
ENSG00000233858.4,LINC02599
ENSG00000233968.7,AL157895.1
ENSG00000234396.3,AL590822.1
ENSG00000234409.7,CCDC188
ENSG00000234456.8,MAGI2-AS3
ENSG00000234465.11,PINLYP
ENSG00000234498.3,RPL13AP20
ENSG00000234500.1,AC008267.3
ENSG00000234779.1,BNC2-AS1
ENSG00000234918.1,AL157387.1
ENSG00000235016.1,SEMA3F-AS1
ENSG00000235027.1,AC068580.3
ENSG00000235098.8,ANKRD65
ENSG00000235172.8,LINC01366
ENSG00000235175.1,RPL26P37
ENSG00000235257.9,ITGA9-AS1
ENSG00000235351.1,AC114730.3
ENSG00000235489.4,DBF4P1
ENSG00000235505.7,CASP4LP
ENSG00000235552.4,RPL6P27
ENSG00000235563.1,AL445183.2
ENSG00000235584.3,AC008268.1
ENSG00000235687.9,LINC00993
ENSG00000235776.2,AC000089.1
ENSG00000235875.3,ARHGEF7-AS2
ENSG00000235904.3,RBMS3-AS3
ENSG00000236304.1,AP001189.1
ENSG00000236313.1,VN1R53P
ENSG00000236333.4,TRHDE-AS1
ENSG00000236411.1,NDUFAF4P3
ENSG00000236439.4,AC099336.2
ENSG00000236616.3,BAK1P2
ENSG00000236699.9,ARHGEF38
ENSG00000236914.4,LINC01852
ENSG00000237080.3,EHMT2-AS1
ENSG00000237214.3,AL080243.2
ENSG00000237380.7,HOXD-AS2
ENSG00000237441.10,RGL2
ENSG00000237451.3,CDK2AP2P2
ENSG00000237529.2,AL137847.2
ENSG00000237649.8,KIFC1
ENSG00000237797.1,MACORIS
ENSG00000238039.1,AC244197.2
ENSG00000238105.7,GOLGA2P5
ENSG00000238164.6,TNFRSF14-AS1
ENSG00000238260.1,AL513320.1
ENSG00000239112.1,SNORD123
ENSG00000239282.8,CASTOR1
ENSG00000239367.2,RN7SL477P
ENSG00000239697.11,TNFSF12
ENSG00000239704.11,CDRT4
ENSG00000239779.7,WBP1
ENSG00000239830.1,RPS4XP22
ENSG00000239911.2,PRKAG2-AS1
ENSG00000240038.6,AMY2B
ENSG00000240583.13,AQP1
ENSG00000240654.6,C1QTNF9
ENSG00000240898.1,AC132942.1
ENSG00000241057.2,AC004951.3
ENSG00000241112.1,RPL29P14
ENSG00000241218.1,CSP2
ENSG00000241269.1,AC093620.1
ENSG00000241359.1,SYNPR-AS1
ENSG00000241362.2,RPL36AP43
ENSG00000241404.7,EGFL8
ENSG00000241489.8,AC244197.3
ENSG00000241644.2,INMT
ENSG00000241684.6,ADAMTS9-AS2
ENSG00000241769.7,LINC00893
ENSG00000242193.11,CRYZL2P
ENSG00000242252.2,BGLAP
ENSG00000242268.3,LINC02082
ENSG00000242294.6,STAG3L5P
ENSG00000242747.1,AC090515.1
ENSG00000242770.2,CD200R1L-AS1
ENSG00000243056.2,EIF4EBP3
ENSG00000243679.1,AC018638.5
ENSG00000243701.7,DUBR
ENSG00000243708.10,PLA2G4B
ENSG00000243836.5,WDR86-AS1
ENSG00000243970.3,PPIEL
ENSG00000244119.1,PDCL3P4
ENSG00000244274.8,DBNDD2
ENSG00000244480.1,AC005154.2
ENSG00000244560.7,AC004890.2
ENSG00000244625.7,MIATNB
ENSG00000244734.4,HBB
ENSG00000244945.1,RUFY1-AS1
ENSG00000245532.9,NEAT1
ENSG00000245556.3,SCAMP1-AS1
ENSG00000245812.3,LINC02202
ENSG00000245849.8,RAD51-AS1
ENSG00000245958.6,AC093752.1
ENSG00000246022.3,ALDH1L1-AS2
ENSG00000246922.9,UBAP1L
ENSG00000246985.8,SOCS2-AS1
ENSG00000247077.7,PGAM5
ENSG00000247287.3,AL359220.1
ENSG00000247572.8,CKMT2-AS1
ENSG00000247828.8,TMEM161B-AS1
ENSG00000247970.2,AL160313.1
ENSG00000247982.6,LINC00926
ENSG00000248290.1,TNXA
ENSG00000248367.1,AC008610.1
ENSG00000248409.2,AP000344.2
ENSG00000248441.7,LINC01197
ENSG00000248445.5,SEMA6A-AS1
ENSG00000248540.3,AC010931.1
ENSG00000248896.3,AC105001.1
ENSG00000248994.2,AC124852.1
ENSG00000249007.1,AL691482.3
ENSG00000249064.1,KRT18P25
ENSG00000249087.7,ZNF436-AS1
ENSG00000249193.1,HSPD1P5
ENSG00000249465.1,RBMXP4
ENSG00000249646.2,OR7E94P
ENSG00000249669.10,CARMN
ENSG00000249751.4,ECSCR
ENSG00000249825.6,THBS4-AS1
ENSG00000250073.3,AP000866.2
ENSG00000250208.6,FZD10-AS1
ENSG00000250305.9,TRMT9B
ENSG00000250334.6,LINC00989
ENSG00000250397.2,AP006623.1
ENSG00000250510.8,GPR162
ENSG00000250535.1,STK19B
ENSG00000250654.7,AC023794.3
ENSG00000250742.4,LINC02381
ENSG00000250786.2,SNHG18
ENSG00000250942.1,ENPP7P11
ENSG00000250966.2,H3P14
ENSG00000250971.3,AC110772.2
ENSG00000251034.2,AC087854.1
ENSG00000251257.2,AC010457.1
ENSG00000251322.9,SHANK3
ENSG00000251359.4,WWC2-AS2
ENSG00000251411.1,AC093827.3
ENSG00000251526.1,LINC02435
ENSG00000252202.1,Y_RNA
ENSG00000252621.1,Y_RNA
ENSG00000253177.2,AC104211.1
ENSG00000253200.1,AC037459.2
ENSG00000253395.1,AP003469.2
ENSG00000253552.8,HOXA-AS2
ENSG00000253729.8,PRKDC
ENSG00000253954.3,HMGN1P38
ENSG00000253982.2,AC100810.1
ENSG00000253988.1,AC079015.1
ENSG00000254040.2,AC103719.1
